Id_encuesta,id_usuario,Id_curso,Tipo_clase,fecha,preparado_clases,dominio_materia,mantiene_atencion,relaciona_con_ejemplos,ejemplos_mundo_profesional,accesible_y_atiende_consultas,fomenta_colaboracion,puntualidad,referencias_en_redes,recomendaria_profesor,organiza_actividades,contenidos_adecuados,grado_dificultad,conocimientos_utiles_futuro,clase_duracion,clase_horario,clase_conveniencia_dia,clase_calidad_conexion,clase_visibilidad_pantalla,clase_calidad_audio,velocidad_respuesta,utilidad_anuncios,satisfaccion_general,comentarios
E0278,U0243,C0010,Online,2023-09-19 05:10:05,4,5,3,4,4,5,2,3,2,5,3,4,2,5,Genial,Bien,Bien,Bien,Genial,Regular,5,2,5,Desde el primer módulo he sentido que el profesor domina el contenido y sabe transmitirlo de manera excelente. Siento que el equipo debería tenerlo en cuenta.
E0279,U0429,C0031,Online,2023-09-19 10:46:39,4,4,3,3,5,5,5,5,4,2,4,5,2,5,Regular,Genial,Genial,Genial,Bien,Bien,5,4,5,En conversaciones con mis compañeros coincidimos en que la atención al alumno es excelente y muy cercana.
E0280,U0137,C0018,Híbrido,2023-09-20 03:59:32,4,4,4,3,5,4,4,2,4,2,2,4,3,4,Mal,Bien,Regular,Genial,Bien,Bien,3,5,3,"Si pienso en el progreso del curso, creo que el soporte suele responder en un tiempo razonable. Creo que aún se podrían mejorar algunos detalles."
E0281,U1101,C0011,Online,2023-09-20 07:34:43,1,3,5,2,3,4,4,5,5,2,1,4,3,4,Regular,Bien,Bien,Mal,Bien,Genial,3,4,2,"La plataforma cumple su función, sin destacar demasiado. La plataforma permite seguir la clase incluso desde el móvil. Define la confianza que tengo en seguir avanzando."
E0282,U0865,C0024,Online,2023-09-20 15:59:40,3,5,4,4,3,3,2,5,2,4,4,4,3,4,Mal,Regular,Bien,Bien,Regular,Regular,4,5,3,"A veces tardan un poco en contestar, pero termina resolviéndose. Creo que aún se podrían mejorar algunos detalles. Siempre encontramos a alguien disponible en el campus virtual."
E0283,U0004,C0026,Híbrido,2023-09-21 16:57:41,5,5,5,1,2,5,5,4,5,5,5,5,5,4,Genial,Regular,Genial,Bien,Genial,Genial,5,4,5,Los materiales del curso aportan valor y complementan bien las clases. Define la confianza que tengo en seguir avanzando.
E0284,U0833,C0014,Online,2023-09-21 20:42:24,4,4,4,4,4,5,4,4,4,5,5,5,3,5,Mal,Genial,Bien,Genial,Genial,Regular,5,1,5,Con la mente puesta en mis objetivos profesionales valoro que el ambiente en clase favorece mucho la participación. Las interacciones con los compañeros enriquecen las sesiones.
E0285,U0603,C0001,Híbrido,2023-09-24 19:34:50,3,3,5,3,5,4,5,5,5,5,5,5,4,4,Bien,Bien,Genial,Genial,Bien,Genial,5,5,5,"Cuando comparo esta formación con otras, percibo que en general la plataforma responde bien y es estable."
E0286,U1034,C0003,Online,2023-09-25 00:59:20,1,1,2,4,1,1,2,4,3,5,1,1,2,3,Pésimo,Pésimo,Regular,Pésimo,Mal,Mal,4,4,1,Mirando mi avance hasta ahora entiendo que no siempre el profesor responde de forma clara a las dudas. Lo tengo muy presente cuando hablo de la escuela.
E0287,U0655,C0019,Online,2023-09-25 06:32:33,5,5,3,5,4,3,4,5,2,4,4,1,2,5,Genial,Regular,Genial,Bien,Genial,Regular,1,4,4,La atención al alumno en general es buena. Creo que aún se podrían mejorar algunos detalles. El feedback que recibo es claro y accionable. Define la confianza que tengo en seguir avanzando.
E0288,U0844,C0024,Online,2023-09-26 03:31:11,2,4,1,2,2,2,1,1,2,2,3,2,2,1,Mal,Mal,Regular,Regular,Pésimo,Mal,1,4,1,Las incidencias se acumulan sin una solución clara.
E0289,U0784,C0001,Híbrido,2023-09-26 19:14:42,5,5,4,4,4,5,4,5,5,4,5,5,5,4,Bien,Bien,Genial,Regular,Regular,Genial,5,5,5,"Al repasar mis notas concluyo que cuando he tenido incidencias, se han resuelto adecuadamente. Creo que aún se podrían mejorar algunos detalles. Esa impresión se mantiene con el paso de las semanas."
E0290,U1074,C0031,Online,2023-09-27 06:41:13,3,5,4,2,5,4,5,4,4,5,4,5,3,5,Bien,Bien,Bien,Genial,Genial,Bien,2,4,5,Al repasar mis notas concluyo que en general la plataforma responde bien y es estable. Me gustaría que se introdujeran cambios en este sentido. La plataforma permite seguir la clase incluso desde el móvil.
E0291,U0443,C0005,Online,2023-09-27 06:49:35,2,5,5,3,4,2,5,3,4,4,2,4,2,4,Pésimo,Bien,Genial,Bien,Pésimo,Regular,4,1,3,"Desde el primer módulo he sentido que las clases son correctas, sin algo especialmente destacable."
E0292,U1178,C0004,Online,2023-09-27 16:21:18,2,4,4,4,4,4,5,5,3,4,5,3,2,3,Genial,Genial,Genial,Regular,Genial,Regular,5,5,5,Analizando lo que he aprendido siento que hay un buen equilibrio entre explicación y ejercicios prácticos. Creo que aún se podrían mejorar algunos detalles. Se nota que cada bloque responde a un propósito concreto.
E0293,U0436,C0001,Híbrido,2023-09-29 09:13:25,5,3,3,4,1,5,5,4,4,3,3,5,5,4,Genial,Bien,Regular,Pésimo,Genial,Bien,4,3,4,El contenido es interesante y útil en la mayoría de los temas. Esa impresión se mantiene con el paso de las semanas.
E0294,U1169,C0014,Online,2023-09-29 21:02:54,5,3,3,5,2,5,3,4,5,4,4,4,3,3,Genial,Genial,Bien,Bien,Genial,Regular,1,3,4,"En mi día a día con el curso observo que la metodología del curso me resulta correcta, sin destacar demasiado. Creo que resume bien cómo vivo el curso."
E0295,U0101,C0006,Híbrido,2023-10-01 01:54:20,2,3,4,4,4,5,3,3,4,3,5,3,4,4,Regular,Genial,Genial,Regular,Bien,Genial,5,4,5,Desde mi perspectiva personal considero que me encanta la combinación de teoría y práctica que se utiliza en el curso.
E0296,U0773,C0002,Online,2023-10-01 12:42:36,2,1,5,2,4,5,3,4,1,4,3,5,3,4,Bien,Regular,Genial,Genial,Mal,Bien,5,5,5,Tras varias sesiones puedo decir que hay un buen equilibrio entre explicación y ejercicios prácticos. La evolución de la dificultad está bastante cuidada. Es algo que impacta en mi motivación diaria.
E0297,U0495,C0029,Híbrido,2023-10-02 07:29:10,4,5,4,4,1,2,4,5,5,5,4,5,5,4,Regular,Bien,Genial,Regular,Regular,Pésimo,3,5,5,En general la metodología me parece bastante acertada.
E0298,U1028,C0003,Online,2023-10-05 10:54:52,5,4,4,1,5,1,5,4,3,5,1,4,4,3,Bien,Bien,Genial,Mal,Genial,Bien,3,3,3,"El profesor suele explicar bien, aunque a veces va un poco rápido. Valoro mucho este aspecto del curso."
E0299,U0807,C0031,Online,2023-10-06 15:46:52,5,4,4,5,4,5,5,4,4,5,4,4,4,5,Genial,Genial,Regular,Bien,Bien,Bien,5,4,5,"Las actividades planteadas encajan bien con los objetivos del curso. Valoro mucho este aspecto del curso. Permite que la práctica tenga un peso real en el aprendizaje. Para mí, marca la diferencia respecto a otros programas."
E0300,U1142,C0003,Online,2023-10-08 06:45:45,5,5,3,4,2,3,4,3,5,3,4,4,4,4,Genial,Bien,Bien,Mal,Bien,Genial,3,5,5,"Si pienso en el progreso del curso, creo que la mayor parte del contenido me resulta aplicable a mi trabajo. Me gustaría que se introdujeran cambios en este sentido. Aporta claridad sobre temas que antes veía confusos. Para mí, marca la diferencia respecto a otros programas."
E0301,U0846,C0028,Online,2023-10-09 22:54:23,2,5,3,5,4,5,5,3,4,4,5,5,4,4,Pésimo,Genial,Bien,Genial,Regular,Bien,4,1,5,Mirando mi avance hasta ahora entiendo que en general estoy satisfecho con cómo el profesor lleva las clases.
E0302,U0987,C0011,Online,2023-10-11 18:54:33,5,1,5,5,4,4,4,4,4,1,2,4,4,5,Mal,Genial,Regular,Genial,Bien,Bien,5,3,4,"Desde el primer módulo he sentido que la calidad técnica es aceptable, pero mejorable."
E0303,U0228,C0011,Online,2023-10-13 22:45:33,4,5,5,4,4,4,4,5,5,4,2,4,3,5,Regular,Genial,Genial,Bien,Mal,Pésimo,4,4,5,En general las clases son agradables y productivas. Es algo que impacta en mi motivación diaria.
E0304,U1193,C0006,Híbrido,2023-10-15 09:27:44,3,3,4,5,5,4,3,5,3,5,5,5,3,5,Genial,Genial,Bien,Bien,Regular,Bien,5,5,5,El profesor responde a las dudas y facilita el seguimiento del temario.
E0305,U0672,C0031,Online,2023-10-16 13:26:00,1,2,2,1,1,4,4,5,3,2,1,1,1,2,Regular,Regular,Bien,Regular,Pésimo,Pésimo,3,1,1,El contenido del curso no ha cumplido mis expectativas. Este punto me genera bastante frustración. Aporta claridad sobre temas que antes veía confusos.
E0306,U0859,C0015,Híbrido,2023-10-19 03:03:45,2,4,4,1,3,1,4,5,5,4,3,5,4,3,Genial,Genial,Genial,Genial,Bien,Genial,4,3,3,"No tengo una opinión muy fuerte sobre el soporte, es razonable. Me gustaría que se introdujeran cambios en este sentido. Siento que hacen un esfuerzo genuino por escucharnos. Es algo que impacta en mi motivación diaria."
E0307,U0925,C0011,Online,2023-10-19 18:39:21,2,1,3,1,2,1,2,4,2,2,4,2,1,1,Mal,Mal,Pésimo,Pésimo,Bien,Mal,1,3,1,Con la mente puesta en mis objetivos profesionales valoro que parte del contenido me ha parecido desactualizado o repetitivo.
E0308,U0067,C0020,Online,2023-10-20 08:07:13,3,4,1,5,4,4,3,4,4,4,4,4,5,4,Genial,Genial,Bien,Bien,Regular,Pésimo,5,5,4,El soporte suele responder en un tiempo razonable. Me gustaría que se introdujeran cambios en este sentido. Siempre encontramos a alguien disponible en el campus virtual.
E0309,U0068,C0012,Online,2023-10-22 05:13:31,4,5,5,5,5,3,5,4,1,4,5,5,2,5,Genial,Regular,Bien,Mal,Mal,Regular,5,4,4,Las explicaciones del profesor son buenas y ayudan a entender la materia. Siento que el equipo debería tenerlo en cuenta.
E0310,U0817,C0002,Online,2023-10-22 07:07:50,5,4,4,4,4,5,5,4,5,4,5,2,4,4,Bien,Genial,Bien,Genial,Mal,Bien,4,4,5,"Con la mente puesta en mis objetivos profesionales valoro que cuando he tenido incidencias, se han resuelto adecuadamente. Me gustaría que se introdujeran cambios en este sentido. Define la confianza que tengo en seguir avanzando."
E0311,U0212,C0026,Híbrido,2023-10-22 09:58:18,5,5,5,5,4,5,5,5,4,5,4,5,3,4,Bien,Bien,Genial,Bien,Genial,Regular,4,4,5,Mirando mi avance hasta ahora entiendo que las clases suelen tener un ritmo adecuado en la mayoría de los días. Creo que aún se podrían mejorar algunos detalles. El equipo docente cuida los ritmos y los descansos.
E0312,U0013,C0007,Online,2023-10-24 05:39:29,4,5,5,4,1,5,4,3,3,5,5,4,3,5,Bien,Bien,Regular,Regular,Genial,Bien,5,5,5,Analizando lo que he aprendido siento que me siento cómodo participando en las clases. Salgo de cada clase con ideas prácticas para aplicar. Siento que el equipo debería tenerlo en cuenta.
E0313,U0494,C0010,Online,2023-10-24 11:32:24,2,3,5,1,4,4,4,4,4,2,3,4,4,4,Genial,Bien,Bien,Regular,Genial,Pésimo,3,5,3,Las conexiones fallan con bastante frecuencia.
E0314,U1165,C0007,Online,2023-10-24 17:01:03,3,3,4,5,2,5,5,3,4,4,4,5,5,2,Bien,Bien,Bien,Pésimo,Genial,Mal,5,4,3,Con la mente puesta en mis objetivos profesionales valoro que el formato de las sesiones me ayuda a seguir el hilo del curso. Me gustaría que se introdujeran cambios en este sentido. El ambiente que se genera invita a preguntar sin miedo.
E0315,U0300,C0031,Online,2023-10-26 02:30:29,3,4,5,5,3,2,2,5,3,1,3,3,5,4,Regular,Regular,Regular,Genial,Bien,Regular,3,3,4,A lo largo de estas semanas he notado que hay un buen equilibrio entre explicación y ejercicios prácticos. Valoro mucho este aspecto del curso. La evolución de la dificultad está bastante cuidada.
E0316,U0411,C0005,Online,2023-10-28 02:43:45,3,4,3,4,2,3,4,5,3,4,3,2,1,3,Regular,Regular,Genial,Genial,Genial,Bien,2,4,3,Mirando mi avance hasta ahora entiendo que a veces el profesor no consigue que los conceptos queden claros.
E0317,U0757,C0018,Híbrido,2023-10-30 01:15:56,1,1,2,5,3,1,1,1,2,1,1,1,1,4,Pésimo,Pésimo,Pésimo,Mal,Pésimo,Pésimo,1,2,1,Siento que la forma de trabajo dificulta mi aprendizaje en lugar de ayudar. Este punto me genera bastante frustración. Permite que la práctica tenga un peso real en el aprendizaje. Creo que resume bien cómo vivo el curso.
E0318,U1075,C0016,Online,2023-10-30 19:41:24,4,5,5,5,5,5,2,5,4,5,4,5,4,5,Regular,Regular,Genial,Mal,Bien,Genial,5,4,5,"Si pienso en el progreso del curso, creo que el programa del curso cubre exactamente lo que esperaba aprender. Lo tengo muy presente cuando hablo de la escuela."
E0319,U0696,C0029,Híbrido,2023-10-31 01:14:41,5,2,5,4,2,5,4,3,1,2,4,3,2,1,Genial,Genial,Genial,Regular,Pésimo,Mal,4,5,3,Tras varias sesiones puedo decir que la atención al alumno en general es buena. Creo que aún se podrían mejorar algunos detalles. Siento que hacen un esfuerzo genuino por escucharnos.
E0320,U1151,C0031,Online,2023-10-31 10:45:22,4,2,3,5,5,4,4,1,5,5,3,5,2,1,Regular,Regular,Regular,Bien,Bien,Genial,4,5,3,A veces el profesor no consigue que los conceptos queden claros. Creo que aún se podrían mejorar algunos detalles.
E0321,U0724,C0029,Híbrido,2023-11-01 10:25:15,3,2,2,3,3,4,5,3,4,5,4,5,2,3,Bien,Mal,Bien,Regular,Genial,Bien,4,4,3,"A lo largo de estas semanas he notado que la metodología del curso me resulta correcta, sin destacar demasiado."
E0322,U1016,C0021,Online,2023-11-01 11:49:31,5,5,4,4,5,5,5,2,4,5,5,2,5,5,Regular,Bien,Bien,Bien,Bien,Genial,5,4,5,En general la plataforma responde bien y es estable. Creo que aún se podrían mejorar algunos detalles. La parte digital nunca me ha dejado fuera de una actividad. Define la confianza que tengo en seguir avanzando.
E0323,U0528,C0019,Online,2023-11-02 19:56:18,1,4,5,4,5,5,4,2,3,4,4,4,3,3,Regular,Bien,Regular,Bien,Regular,Bien,5,3,4,"Siento que la forma de trabajar es estándar, ni especialmente buena ni mala. Me gustaría que se introdujeran cambios en este sentido. La evolución de la dificultad está bastante cuidada."
E0324,U0600,C0007,Online,2023-11-04 03:45:59,3,4,2,4,2,5,5,5,4,4,4,5,5,4,Genial,Bien,Bien,Genial,Genial,Bien,2,1,4,"En mi día a día con el curso observo que la calidad de audio y vídeo en las clases online es excelente. Se aprovechan bien las herramientas colaborativas online. Para mí, marca la diferencia respecto a otros programas."
E0325,U1120,C0027,Online,2023-11-04 06:28:07,4,3,5,5,5,5,5,3,2,5,4,4,4,5,Bien,Genial,Regular,Genial,Regular,Mal,3,4,4,"El soporte responde de forma correcta, sin destacar demasiado. Me gustaría que se introdujeran cambios en este sentido."
E0326,U0567,C0024,Online,2023-11-04 22:49:26,5,4,4,4,5,4,4,5,4,5,3,5,4,3,Genial,Bien,Genial,Genial,Regular,Genial,4,5,5,Con la mente puesta en mis objetivos profesionales valoro que el contenido del curso está muy bien seleccionado y actualizado.
E0327,U0731,C0026,Híbrido,2023-11-05 02:46:07,2,3,2,2,4,1,1,2,4,1,1,1,1,4,Mal,Mal,Mal,Mal,Bien,Pésimo,1,4,1,Mirando mi avance hasta ahora entiendo que el profesor no consigue explicar los contenidos de forma comprensible. Este punto me genera bastante frustración. Me anima a preparar las sesiones con antelación. Es un aspecto que comparto también con mis compañeros.
E0328,U0274,C0012,Online,2023-11-06 02:16:12,5,5,5,2,4,3,3,5,2,4,5,3,5,5,Bien,Regular,Regular,Bien,Bien,Genial,4,4,4,"Cuando comparo esta formación con otras, percibo que el soporte responde de forma correcta, sin destacar demasiado. Detectan incidencias antes de que se conviertan en un problema. Lo tengo muy presente cuando hablo de la escuela."
E0329,U0967,C0005,Online,2023-11-07 21:06:49,5,3,4,5,5,5,4,5,1,3,4,4,3,4,Regular,Bien,Genial,Bien,Bien,Mal,4,5,5,El contenido es profundo y a la vez fácil de seguir. Valoro mucho este aspecto del curso. Se refleja en los resultados que obtengo en cada entrega.
E0330,U0238,C0006,Híbrido,2023-11-08 14:12:34,2,2,4,1,2,3,2,1,1,3,2,3,2,2,Regular,Mal,Pésimo,Regular,Regular,Regular,1,4,1,En mi día a día con el curso observo que no siempre el profesor responde de forma clara a las dudas.
E0331,U0406,C0005,Online,2023-11-08 18:26:37,5,4,2,3,5,4,4,3,3,4,4,5,4,5,Regular,Mal,Bien,Regular,Regular,Bien,4,3,4,En mi día a día con el curso observo que la metodología del curso es muy práctica y facilita mucho el aprendizaje. Valoro mucho este aspecto del curso. Define la confianza que tengo en seguir avanzando.
E0332,U0003,C0004,Online,2023-11-08 18:43:39,2,4,3,3,2,3,5,5,2,4,4,5,4,4,Bien,Genial,Pésimo,Bien,Bien,Pésimo,5,1,3,En conversaciones con mis compañeros coincidimos en que la metodología es adecuada y me ayuda a entender mejor los temas. Creo que aún se podrían mejorar algunos detalles. Las dinámicas se integran bien con los objetivos de cada módulo.
E0333,U0007,C0014,Online,2023-11-10 15:48:24,4,4,1,4,5,5,5,4,4,2,4,3,3,3,Bien,Bien,Genial,Genial,Genial,Mal,1,2,4,A veces las clases son más interesantes y otras más densas. El equipo docente cuida los ritmos y los descansos.
E0334,U0312,C0013,Online,2023-11-12 03:22:24,1,2,1,3,1,2,2,1,1,1,1,3,3,2,Mal,Mal,Regular,Pésimo,Mal,Mal,2,1,1,Al repasar mis notas concluyo que me gustaría que la metodología fuera más interactiva. La secuencia de actividades mantiene el interés del grupo. Creo que resume bien cómo vivo el curso.
E0335,U1091,C0019,Online,2023-11-12 06:50:47,5,4,4,4,5,5,4,2,3,4,5,4,5,4,Genial,Pésimo,Genial,Bien,Bien,Genial,3,3,4,"Cuando comparo esta formación con otras, percibo que el formato de las sesiones me ayuda a seguir el hilo del curso. Creo que aún se podrían mejorar algunos detalles."
E0336,U0452,C0004,Online,2023-11-12 12:43:46,5,5,3,4,4,3,4,3,5,5,3,1,5,4,Genial,Bien,Genial,Genial,Bien,Genial,5,1,5,"El profesor suele explicar bien, aunque a veces va un poco rápido. Valoro mucho este aspecto del curso. Hace que las dudas se resuelvan con rapidez. Creo que resume bien cómo vivo el curso."
E0337,U0722,C0011,Online,2023-11-12 17:15:45,5,1,3,1,4,2,5,4,3,3,4,5,4,5,Genial,Genial,Bien,Bien,Genial,Regular,4,3,4,"La calidad técnica es aceptable, pero mejorable. Me gustaría que se introdujeran cambios en este sentido. Las grabaciones mantienen una calidad más que correcta. Se refleja en los resultados que obtengo en cada entrega."
E0338,U0216,C0007,Online,2023-11-13 08:30:46,5,4,3,5,3,4,5,5,3,3,4,3,2,5,Regular,Bien,Bien,Regular,Bien,Mal,4,3,4,La atención es aceptable pero podría ser más proactiva. La comunicación por correo y chat está bien coordinada.
E0339,U1086,C0031,Online,2023-11-14 09:24:39,4,4,4,5,2,5,5,4,5,5,5,4,5,5,Bien,Bien,Bien,Bien,Bien,Pésimo,5,4,5,Desde mi perspectiva personal considero que la forma de estructurar las actividades hace que todo sea muy fluido. Valoro mucho este aspecto del curso. Se nota que cada bloque responde a un propósito concreto. Creo que resume bien cómo vivo el curso.
E0340,U0028,C0010,Online,2023-11-15 13:19:15,5,3,5,5,2,4,3,3,3,4,4,5,2,5,Regular,Genial,Regular,Genial,Regular,Regular,4,3,4,"El soporte responde de forma correcta, sin destacar demasiado. La comunicación por correo y chat está bien coordinada."
E0341,U1158,C0014,Online,2023-11-16 19:19:09,3,5,4,4,4,3,1,4,3,3,5,4,3,2,Bien,Genial,Regular,Bien,Pésimo,Mal,3,3,4,"Desde el primer módulo he sentido que no tengo una opinión muy fuerte sobre el soporte, es razonable."
E0342,U0362,C0001,Híbrido,2023-11-18 11:38:38,5,4,5,5,5,4,5,4,2,5,3,3,5,4,Genial,Bien,Bien,Genial,Mal,Genial,1,5,5,A lo largo de estas semanas he notado que en general estoy satisfecho con el contenido que se ha impartido. Me gustaría que se introdujeran cambios en este sentido. Encuentro referencias útiles para seguir investigando por mi cuenta.
E0343,U0823,C0013,Online,2023-11-19 18:06:35,5,4,4,5,5,4,4,5,1,3,3,4,4,5,Genial,Mal,Bien,Mal,Genial,Bien,3,3,5,"Cuando he tenido incidencias, se han resuelto adecuadamente."
E0344,U0781,C0011,Online,2023-11-20 10:02:06,3,5,5,5,5,5,5,2,4,4,5,5,4,5,Regular,Genial,Pésimo,Genial,Regular,Genial,5,3,5,"A lo largo de estas semanas he notado que en general estoy satisfecho con cómo el profesor lleva las clases. Hace que las dudas se resuelvan con rapidez. Para mí, marca la diferencia respecto a otros programas."
E0345,U0629,C0008,Online,2023-11-21 16:56:42,5,5,5,5,4,4,1,2,3,4,3,4,2,5,Regular,Bien,Bien,Bien,Mal,Genial,4,5,5,La experiencia tecnológica es satisfactoria en la mayoría de las clases. Me gustaría que se introdujeran cambios en este sentido. El soporte técnico interviene con rapidez cuando hace falta. Me ayuda a decidir en qué módulos profundizar.
E0346,U0454,C0031,Online,2023-11-22 01:54:49,5,5,5,5,5,5,5,5,5,4,3,4,4,5,Bien,Genial,Bien,Genial,Genial,Bien,5,1,5,En general estoy satisfecho con cómo el profesor lleva las clases. Creo que aún se podrían mejorar algunos detalles. La forma en que guía los debates es muy valiosa.
E0347,U0739,C0023,Híbrido,2023-11-24 01:04:55,5,5,4,3,4,5,3,4,2,5,3,5,4,5,Genial,Regular,Bien,Bien,Genial,Genial,5,3,5,Analizando lo que he aprendido siento que los temas tratados son muy relevantes para mi desarrollo profesional. Esa impresión se mantiene con el paso de las semanas.
E0348,U0536,C0021,Online,2023-11-24 04:24:37,5,4,5,1,5,4,4,5,5,5,5,4,4,4,Pésimo,Genial,Genial,Bien,Regular,Bien,5,4,5,"Tras varias sesiones puedo decir que los temas tratados son muy relevantes para mi desarrollo profesional. Me da herramientas concretas para actuar en el trabajo. Para mí, marca la diferencia respecto a otros programas."
E0349,U1050,C0021,Online,2023-11-25 11:48:38,5,4,4,4,5,5,5,4,3,5,5,4,4,4,Genial,Genial,Genial,Genial,Bien,Bien,4,4,5,El contenido es profundo y a la vez fácil de seguir. Valoro mucho este aspecto del curso.
E0350,U0399,C0014,Online,2023-11-26 12:55:54,4,5,4,5,3,5,5,5,5,4,5,4,3,5,Bien,Genial,Bien,Bien,Genial,Genial,3,5,5,Desde mi perspectiva personal considero que la atención al alumno es excelente y muy cercana. La comunicación por correo y chat está bien coordinada.
E0351,U0257,C0029,Híbrido,2023-11-26 23:17:04,2,2,1,2,3,1,2,1,3,2,3,1,1,1,Pésimo,Pésimo,Mal,Mal,Mal,Pésimo,3,2,1,Mirando mi avance hasta ahora entiendo que la mayoría de las sesiones me parecen poco aprovechables. Este punto me genera bastante frustración. Salgo de cada clase con ideas prácticas para aplicar.
E0352,U0292,C0018,Híbrido,2023-11-27 03:44:16,1,1,1,5,1,2,1,1,2,4,2,3,2,1,Pésimo,Mal,Bien,Bien,Mal,Pésimo,2,4,1,Analizando lo que he aprendido siento que no siento que el equipo de soporte se preocupe por mis problemas. Este punto me genera bastante frustración. La comunicación por correo y chat está bien coordinada.
E0353,U0026,C0001,Híbrido,2023-11-27 14:39:06,5,5,5,4,5,4,5,4,5,4,5,3,4,5,Genial,Bien,Mal,Bien,Bien,Bien,4,5,5,A lo largo de estas semanas he notado que el profesor responde a las dudas y facilita el seguimiento del temario. Hace que las dudas se resuelvan con rapidez. Esa impresión se mantiene con el paso de las semanas.
E0354,U0337,C0028,Online,2023-11-27 21:16:22,3,2,4,5,3,4,4,2,3,5,4,5,3,2,Genial,Bien,Bien,Mal,Mal,Regular,4,5,4,Al repasar mis notas concluyo que en general las clases son agradables y productivas. Me gustaría que se introdujeran cambios en este sentido. La organización del aula está pensada para colaborar.
E0355,U0585,C0001,Híbrido,2023-11-29 19:48:31,5,4,4,3,5,5,3,1,4,4,4,4,4,3,Bien,Bien,Genial,Genial,Genial,Bien,4,5,4,"Cuando comparo esta formación con otras, percibo que me siento muy acompañado por el profesor durante todo el curso. Noto que el enfoque del docente está muy actualizado. Lo tengo muy presente cuando hablo de la escuela."
E0356,U0048,C0002,Online,2023-11-30 15:38:13,4,4,3,4,5,4,5,4,5,4,4,1,2,4,Bien,Bien,Mal,Bien,Bien,Bien,2,3,3,"Con la mente puesta en mis objetivos profesionales valoro que siento que la forma de trabajar es estándar, ni especialmente buena ni mala. Consigue equilibrar teoría y casos reales de forma constante. Creo que resume bien cómo vivo el curso."
E0357,U0319,C0005,Online,2023-12-02 00:32:24,3,2,5,4,4,4,5,4,4,4,5,5,5,3,Regular,Regular,Regular,Pésimo,Genial,Bien,4,4,4,"Si pienso en el progreso del curso, creo que el profesor mantiene un nivel adecuado, sin puntos muy fuertes ni muy débiles."
E0358,U0107,C0024,Online,2023-12-02 10:44:00,1,1,3,3,3,4,4,5,2,3,5,5,3,4,Genial,Bien,Regular,Bien,Genial,Bien,4,5,3,"Analizando lo que he aprendido siento que el ritmo de clase es aceptable, aunque no siempre perfecto. Creo que aún se podrían mejorar algunos detalles. Lo tengo muy presente cuando hablo de la escuela."
E0359,U0799,C0008,Online,2023-12-03 18:01:18,1,2,2,4,1,2,2,3,2,4,4,1,1,1,Pésimo,Mal,Bien,Regular,Mal,Mal,1,1,1,En conversaciones con mis compañeros coincidimos en que no estoy nada satisfecho con la forma de enseñar del profesor. Este punto me genera bastante frustración. La disponibilidad del profesorado genera mucha confianza.
E0360,U0056,C0018,Híbrido,2023-12-04 23:46:26,5,4,5,5,4,4,3,3,5,4,3,5,3,5,Bien,Regular,Bien,Genial,Genial,Genial,4,5,5,"Si pienso en el progreso del curso, creo que siempre que he tenido una duda, el soporte me ha ayudado de inmediato."
E0361,U0523,C0015,Híbrido,2023-12-06 09:37:44,4,4,3,3,1,4,3,3,4,3,3,3,4,2,Bien,Bien,Bien,Mal,Genial,Genial,4,5,3,"Si pienso en el progreso del curso, creo que algunos temas del contenido me han resultado poco relevantes. Aporta claridad sobre temas que antes veía confusos."
E0362,U0214,C0024,Online,2023-12-06 19:18:22,4,5,3,2,5,5,4,3,5,5,4,5,5,5,Genial,Bien,Bien,Regular,Regular,Bien,4,4,4,La calidad de la conexión suele ser buena.
E0363,U0121,C0005,Online,2023-12-06 19:35:43,5,5,5,5,5,5,3,4,4,5,5,5,2,4,Genial,Regular,Bien,Bien,Genial,Bien,5,2,5,El soporte suele responder en un tiempo razonable. Creo que aún se podrían mejorar algunos detalles. El seguimiento individual ayuda a no perder el ritmo.
E0364,U0918,C0029,Híbrido,2023-12-07 12:04:06,3,1,2,2,1,3,2,1,1,4,3,1,1,3,Mal,Regular,Pésimo,Pésimo,Pésimo,Mal,1,2,1,Los problemas técnicos son constantes y afectan mucho a mi aprendizaje.
E0365,U1068,C0009,Híbrido,2023-12-09 00:59:43,5,4,5,5,4,4,4,5,5,4,4,4,4,4,Genial,Bien,Genial,Genial,Regular,Genial,5,4,5,Al repasar mis notas concluyo que el profesor responde a las dudas y facilita el seguimiento del temario. Creo que aún se podrían mejorar algunos detalles. Hace que las dudas se resuelvan con rapidez.
E0366,U1118,C0018,Híbrido,2023-12-09 18:05:19,3,1,1,1,2,2,3,3,2,3,1,1,3,1,Pésimo,Mal,Pésimo,Pésimo,Pésimo,Pésimo,5,2,1,En conversaciones con mis compañeros coincidimos en que parte del contenido me ha parecido desactualizado o repetitivo. Es algo que impacta en mi motivación diaria.
E0367,U0073,C0003,Online,2023-12-10 13:01:23,4,1,5,5,4,3,2,4,4,2,4,3,4,4,Mal,Bien,Bien,Regular,Bien,Regular,3,3,4,En general las clases son agradables y productivas. Me gustaría que se introdujeran cambios en este sentido. El ambiente que se genera invita a preguntar sin miedo.
E0368,U0948,C0021,Online,2023-12-10 17:07:04,3,4,3,4,5,2,4,2,4,3,4,4,5,4,Bien,Bien,Genial,Genial,Bien,Bien,2,3,3,A lo largo de estas semanas he notado que las soluciones que me han dado no siempre han sido claras. Creo que aún se podrían mejorar algunos detalles.
